CUSTOMER_ID,BRANCH_CODE,CITY,TXN_DATE,TXN_TIMESTAMP,AMOUNT,TXN_TYPE
CUST1470,B011,Bangalore,2024-03-02,2024-03-02 05:39:00,29679.89,BILL
CUST1427,B008,Chennai,2024-02-18,2024-02-18 06:49:00,5752.3,EMI
CUST1977,B020,Hyderabad,2024-06-04,2024-06-04 20:21:00,41930.41,TRANSFER
CUST1045,B002,Mumbai,2024-02-07,2024-02-07 14:32:00,27424.42,BILL
CUST1180,B019,Chennai,2024-06-22,2024-06-22 05:24:00,13022.22,DEBIT
CUST1846,B019,Bangalore,2024-05-16,2024-05-16 07:30:00,22390.43,DEBIT
CUST1430,B002,Mumbai,2024-03-11,2024-03-11 16:58:00,6516.4,TRANSFER
CUST1405,B010,Hyderabad,2024-03-07,2024-03-07 13:24:00,32010.71,CREDIT
CUST1277,B009,Delhi,2024-02-02,2024-02-02 08:05:00,38935.1,TRANSFER
CUST1397,B003,Bangalore,2024-06-20,2024-06-20 10:09:00,15951.95,BILL
CUST1184,B010,Hyderabad,2024-04-26,2024-04-26 15:43:00,27552.16,EMI
CUST1029,B003,Chennai,2024-04-25,2024-04-25 16:39:00,12217.27,CREDIT
CUST1612,B008,Bangalore,2024-02-20,2024-02-20 02:47:00,9943.42,DEBIT
CUST1996,B002,Chennai,2024-06-13,2024-06-13 09:32:00,2335.4,EMI
CUST1440,B014,Chennai,2024-03-16,2024-03-16 03:38:00,49325.98,EMI
CUST1187,B001,Hyderabad,2024-06-18,2024-06-18 20:10:00,5555.75,EMI
CUST1776,B019,Mumbai,2024-05-31,2024-05-31 21:14:00,27261.93,TRANSFER
CUST1948,B008,Delhi,2024-02-15,2024-02-15 13:17:00,7928.53,TRANSFER
CUST1285,B016,Mumbai,2024-03-15,2024-03-15 16:00:00,6380.67,CREDIT
CUST1380,B010,Delhi,2024-02-21,2024-02-21 06:58:00,38520.26,DEBIT
CUST1106,B008,Mumbai,2024-05-02,2024-05-02 19:47:00,29643.73,TRANSFER
CUST1320,B020,Chennai,2024-05-01,2024-05-01 09:54:00,32228.05,BILL
CUST1018,B005,Chennai,2024-06-06,2024-06-06 19:13:00,35444.32,EMI
CUST1292,B015,Delhi,2024-04-12,2024-04-12 09:32:00,24017.15,BILL
CUST1164,B019,Chennai,2024-05-29,2024-05-29 02:57:00,44599.07,EMI
CUST1344,B001,Delhi,2024-03-27,2024-03-27 05:32:00,10601.82,EMI
CUST1769,B009,Hyderabad,2024-02-25,2024-02-25 09:27:00,9690.64,TRANSFER
CUST1213,B012,Delhi,2024-05-26,2024-05-26 21:22:00,40606.29,TRANSFER
CUST1362,B016,Hyderabad,2024-06-26,2024-06-26 03:56:00,18207.81,DEBIT
CUST1839,B009,Hyderabad,2024-02-22,2024-02-22 06:33:00,14013.43,DEBIT
CUST1215,B006,Mumbai,2024-06-15,2024-06-15 02:12:00,47287.3,EMI
CUST1977,B008,Delhi,2024-01-13,2024-01-13 03:03:00,10427.21,CREDIT
CUST1989,B013,Chennai,2024-01-23,2024-01-23 16:59:00,47392.64,CREDIT
CUST1346,B011,Hyderabad,2024-05-30,2024-05-30 11:41:00,13568.99,BILL
CUST1394,B016,Delhi,2024-04-23,2024-04-23 15:02:00,24358.14,TRANSFER
CUST1153,B019,Delhi,2024-05-04,2024-05-04 01:52:00,36563.63,CREDIT
CUST1632,B001,Hyderabad,2024-01-31,2024-01-31 01:03:00,28835.21,CREDIT
CUST1810,B007,Chennai,2024-05-09,2024-05-09 18:50:00,19799.89,DEBIT
CUST1600,B006,Chennai,2024-03-31,2024-03-31 00:13:00,44947.17,BILL
CUST1668,B003,Hyderabad,2024-02-14,2024-02-14 23:00:00,14288.7,TRANSFER
CUST1735,B016,Chennai,2024-02-01,2024-02-01 22:06:00,12017.29,EMI
CUST1548,B015,Bangalore,2024-05-05,2024-05-05 13:09:00,15604.42,BILL
CUST1287,B009,Hyderabad,2024-01-29,2024-01-29 09:03:00,34805.31,TRANSFER
CUST1026,B012,Bangalore,2024-05-29,2024-05-29 18:30:00,176.11,DEBIT
CUST1356,B009,Hyderabad,2024-02-14,2024-02-14 11:54:00,14876.74,TRANSFER
CUST1854,B011,Bangalore,2024-02-26,2024-02-26 01:27:00,33929.53,CREDIT
CUST1632,B005,Mumbai,2024-05-28,2024-05-28 05:48:00,28915.34,TRANSFER
CUST1051,B013,Mumbai,2024-01-12,2024-01-12 12:39:00,4342.59,EMI
CUST1785,B020,Mumbai,2024-01-16,2024-01-16 22:37:00,27380.08,BILL
CUST1102,B010,Chennai,2024-01-22,2024-01-22 13:41:00,47903.6,CREDIT
CUST1505,B013,Mumbai,2024-05-09,2024-05-09 11:00:00,43579.75,BILL
CUST1032,B016,Delhi,2024-04-21,2024-04-21 23:43:00,17599.49,BILL
CUST1444,B020,Mumbai,2024-05-02,2024-05-02 05:11:00,4833.73,CREDIT
CUST1831,B018,Hyderabad,2024-03-05,2024-03-05 06:13:00,392.35,TRANSFER
CUST1128,B014,Bangalore,2024-01-21,2024-01-21 04:50:00,48247.39,CREDIT
CUST1199,B008,Bangalore,2024-05-24,2024-05-24 21:46:00,1664.07,CREDIT
CUST1989,B011,Mumbai,2024-06-02,2024-06-02 10:14:00,18138.03,TRANSFER
CUST1649,B010,Mumbai,2024-02-14,2024-02-14 20:04:00,17621.24,BILL
CUST1462,B020,Hyderabad,2024-06-27,2024-06-27 02:27:00,39440.47,CREDIT
CUST1697,B018,Chennai,2024-02-27,2024-02-27 18:24:00,39890.44,BILL
CUST1415,B006,Hyderabad,2024-06-27,2024-06-27 07:23:00,8127.18,EMI
CUST1421,B009,Chennai,2024-02-28,2024-02-28 08:22:00,47151.66,DEBIT
CUST1303,B011,Chennai,2024-05-15,2024-05-15 07:18:00,26447.64,BILL
CUST1485,B002,Mumbai,2024-04-16,2024-04-16 14:57:00,8935.03,BILL
CUST1594,B013,Bangalore,2024-01-25,2024-01-25 19:51:00,47463.71,BILL
CUST1432,B007,Mumbai,2024-03-07,2024-03-07 10:56:00,22046.74,DEBIT
CUST1069,B013,Bangalore,2024-03-29,2024-03-29 11:12:00,14461.41,DEBIT
CUST1947,B004,Chennai,2024-04-14,2024-04-14 22:13:00,17346.76,CREDIT
CUST1607,B012,Chennai,2024-06-06,2024-06-06 15:52:00,23290.51,EMI
CUST1130,B011,Bangalore,2024-04-25,2024-04-25 08:46:00,2296.67,CREDIT
CUST1176,B007,Bangalore,2024-04-01,2024-04-01 00:28:00,41137.62,BILL
CUST1119,B002,Hyderabad,2024-05-16,2024-05-16 20:11:00,7141.76,BILL
CUST1643,B017,Mumbai,2024-06-02,2024-06-02 00:45:00,46502.49,BILL
CUST1909,B001,Mumbai,2024-04-16,2024-04-16 05:32:00,24010.23,BILL
CUST1926,B019,Delhi,2024-04-20,2024-04-20 14:01:00,37679.34,TRANSFER
CUST1385,B003,Mumbai,2024-05-06,2024-05-06 14:20:00,45204.36,TRANSFER
CUST1346,B004,Mumbai,2024-04-23,2024-04-23 04:36:00,8435.16,CREDIT
CUST1826,B010,Mumbai,2024-06-24,2024-06-24 12:44:00,13214.12,EMI
CUST1032,B004,Chennai,2024-06-02,2024-06-02 14:47:00,20904.27,CREDIT
CUST1718,B008,Bangalore,2024-04-29,2024-04-29 10:43:00,15309.59,BILL
CUST1313,B014,Delhi,2024-04-19,2024-04-19 03:42:00,6042.32,TRANSFER
CUST1428,B002,Hyderabad,2024-05-15,2024-05-15 00:30:00,10522.71,BILL
CUST1986,B009,Bangalore,2024-05-28,2024-05-28 04:33:00,17503.11,BILL
CUST1803,B014,Hyderabad,2024-04-29,2024-04-29 01:17:00,9639.16,DEBIT
CUST1918,B017,Chennai,2024-03-18,2024-03-18 05:36:00,16297.65,TRANSFER
CUST1680,B001,Delhi,2024-01-12,2024-01-12 01:50:00,19075.51,CREDIT
CUST1960,B015,Mumbai,2024-01-13,2024-01-13 22:38:00,17992.87,BILL
CUST1032,B016,Chennai,2024-03-13,2024-03-13 07:31:00,11813.44,DEBIT
CUST1521,B012,Hyderabad,2024-02-11,2024-02-11 01:52:00,27768.86,DEBIT
CUST1798,B014,Hyderabad,2024-04-13,2024-04-13 01:03:00,15451.79,EMI
CUST1252,B010,Mumbai,2024-03-27,2024-03-27 07:37:00,48872.05,EMI
CUST1714,B005,Delhi,2024-06-27,2024-06-27 08:50:00,44353.21,EMI
CUST1724,B006,Bangalore,2024-03-10,2024-03-10 23:29:00,6635.06,BILL
CUST1883,B014,Mumbai,2024-05-22,2024-05-22 18:41:00,22021.47,TRANSFER
CUST1017,B009,Mumbai,2024-06-20,2024-06-20 04:35:00,33410.35,BILL
CUST1525,B016,Delhi,2024-04-11,2024-04-11 16:08:00,2902.09,BILL
CUST1612,B014,Delhi,2024-03-24,2024-03-24 15:43:00,26241.56,BILL
CUST1749,B019,Bangalore,2024-01-13,2024-01-13 15:57:00,49184.42,DEBIT
CUST1742,B017,Bangalore,2024-05-10,2024-05-10 07:42:00,7946.31,CREDIT
CUST1833,B010,Mumbai,2024-06-19,2024-06-19 19:21:00,41490.42,EMI
CUST1224,B012,Hyderabad,2024-01-16,2024-01-16 13:49:00,37786.24,CREDIT
CUST1764,B003,Bangalore,2024-03-05,2024-03-05 09:03:00,33429.92,TRANSFER
CUST1276,B015,Hyderabad,2024-01-09,2024-01-09 20:08:00,13254.78,BILL
CUST1661,B012,Hyderabad,2024-02-09,2024-02-09 00:19:00,21802.35,CREDIT
CUST1949,B016,Delhi,2024-06-28,2024-06-28 13:12:00,20621.77,TRANSFER
CUST1731,B003,Delhi,2024-04-19,2024-04-19 10:59:00,18217.21,TRANSFER
CUST1339,B008,Chennai,2024-05-23,2024-05-23 00:27:00,32899.62,EMI
CUST1056,B013,Delhi,2024-05-07,2024-05-07 16:41:00,6738.17,DEBIT
CUST1900,B012,Hyderabad,2024-02-26,2024-02-26 00:35:00,35011.52,BILL
CUST1561,B011,Delhi,2024-03-05,2024-03-05 15:32:00,22987.61,BILL
CUST1986,B008,Mumbai,2024-01-27,2024-01-27 15:10:00,10300.26,EMI
CUST1531,B007,Chennai,2024-03-31,2024-03-31 17:52:00,38250.45,BILL
CUST1348,B020,Mumbai,2024-03-08,2024-03-08 03:48:00,14473.95,DEBIT
CUST1101,B011,Mumbai,2024-04-07,2024-04-07 17:43:00,45489.0,EMI
CUST1777,B013,Chennai,2024-05-30,2024-05-30 16:50:00,44558.24,EMI
CUST1038,B009,Hyderabad,2024-05-29,2024-05-29 10:14:00,3751.96,DEBIT
CUST1535,B011,Chennai,2024-01-22,2024-01-22 23:45:00,31761.65,TRANSFER
CUST1578,B010,Delhi,2024-01-29,2024-01-29 01:27:00,38310.67,CREDIT
CUST1344,B003,Hyderabad,2024-02-03,2024-02-03 05:28:00,12542.64,CREDIT
CUST1439,B001,Hyderabad,2024-02-24,2024-02-24 23:29:00,47452.17,TRANSFER
CUST1487,B015,Hyderabad,2024-06-27,2024-06-27 01:13:00,25122.37,BILL
CUST1661,B003,Mumbai,2024-02-10,2024-02-10 02:01:00,13444.37,TRANSFER
CUST1274,B015,Hyderabad,2024-04-01,2024-04-01 10:49:00,24663.37,BILL
CUST1585,B007,Delhi,2024-02-07,2024-02-07 16:41:00,10697.76,TRANSFER
CUST1580,B020,Mumbai,2024-06-09,2024-06-09 01:19:00,17150.08,EMI
CUST1214,B009,Chennai,2024-06-03,2024-06-03 14:35:00,19605.63,DEBIT
CUST1061,B016,Mumbai,2024-04-14,2024-04-14 22:37:00,35836.81,DEBIT
CUST1461,B012,Hyderabad,2024-04-28,2024-04-28 01:25:00,1057.18,CREDIT
CUST1350,B017,Delhi,2024-05-31,2024-05-31 19:10:00,21393.81,BILL
CUST1827,B010,Mumbai,2024-02-21,2024-02-21 03:33:00,18189.87,BILL
CUST1907,B010,Delhi,2024-02-26,2024-02-26 23:19:00,9669.78,TRANSFER
CUST1067,B001,Chennai,2024-01-23,2024-01-23 09:42:00,26188.93,TRANSFER
CUST1220,B017,Chennai,2024-06-15,2024-06-15 15:42:00,32935.59,TRANSFER
CUST1168,B004,Delhi,2024-02-08,2024-02-08 18:18:00,33603.39,EMI
CUST1983,B004,Chennai,2024-06-20,2024-06-20 12:53:00,41727.88,TRANSFER
CUST1340,B010,Chennai,2024-04-05,2024-04-05 09:22:00,10636.63,BILL
CUST1085,B020,Hyderabad,2024-01-18,2024-01-18 07:47:00,1542.07,EMI
CUST1930,B002,Chennai,2024-03-25,2024-03-25 09:54:00,32965.03,DEBIT
CUST1506,B010,Bangalore,2024-02-16,2024-02-16 00:35:00,23741.23,DEBIT
CUST1209,B009,Chennai,2024-04-24,2024-04-24 21:11:00,32697.19,BILL
CUST1581,B014,Mumbai,2024-06-16,2024-06-16 06:14:00,34034.67,BILL
CUST1575,B007,Hyderabad,2024-03-26,2024-03-26 08:05:00,5786.96,DEBIT
CUST1127,B009,Chennai,2024-04-03,2024-04-03 23:44:00,33201.31,DEBIT
CUST1499,B016,Bangalore,2024-05-04,2024-05-04 04:43:00,33162.79,BILL
CUST1163,B004,Hyderabad,2024-05-17,2024-05-17 22:40:00,16912.43,BILL
CUST1850,B011,Hyderabad,2024-02-18,2024-02-18 12:44:00,42470.47,DEBIT
CUST1142,B015,Mumbai,2024-06-22,2024-06-22 09:32:00,35801.01,TRANSFER
CUST1632,B014,Chennai,2024-01-17,2024-01-17 18:55:00,23481.95,CREDIT
CUST1556,B008,Mumbai,2024-04-21,2024-04-21 02:39:00,43667.92,BILL
CUST1722,B005,Delhi,2024-01-28,2024-01-28 04:41:00,15409.8,EMI
CUST1026,B005,Mumbai,2024-06-05,2024-06-05 12:26:00,15387.02,EMI
CUST1066,B014,Chennai,2024-04-21,2024-04-21 18:27:00,48475.09,EMI
CUST1669,B004,Chennai,2024-04-13,2024-04-13 11:50:00,44311.24,TRANSFER
CUST1448,B014,Mumbai,2024-02-09,2024-02-09 06:14:00,10891.03,TRANSFER
CUST1956,B012,Bangalore,2024-02-16,2024-02-16 18:54:00,11588.03,TRANSFER
CUST1091,B007,Hyderabad,2024-02-10,2024-02-10 00:16:00,37191.39,BILL
CUST1696,B009,Mumbai,2024-06-28,2024-06-28 12:48:00,3059.34,TRANSFER
CUST1283,B019,Chennai,2024-01-06,2024-01-06 02:14:00,6255.51,TRANSFER
CUST1832,B009,Hyderabad,2024-04-28,2024-04-28 03:29:00,38178.23,BILL
CUST1771,B015,Bangalore,2024-02-19,2024-02-19 20:58:00,1272.72,TRANSFER
CUST1601,B006,Hyderabad,2024-02-20,2024-02-20 06:38:00,44765.58,EMI
CUST1709,B008,Bangalore,2024-04-19,2024-04-19 09:56:00,48596.19,BILL
CUST1787,B007,Delhi,2024-02-02,2024-02-02 11:02:00,17182.91,BILL
CUST1474,B008,Delhi,2024-03-13,2024-03-13 01:47:00,11061.39,EMI
CUST1888,B005,Delhi,2024-05-21,2024-05-21 23:51:00,37649.75,TRANSFER
CUST1822,B008,Hyderabad,2024-01-12,2024-01-12 07:41:00,4379.17,DEBIT
CUST1595,B013,Delhi,2024-01-27,2024-01-27 00:38:00,44651.61,CREDIT
CUST1483,B015,Chennai,2024-06-28,2024-06-28 03:05:00,42200.18,DEBIT
CUST1683,B014,Hyderabad,2024-04-08,2024-04-08 12:57:00,6500.08,EMI
CUST1341,B003,Bangalore,2024-06-25,2024-06-25 00:44:00,24403.23,BILL
CUST1497,B007,Delhi,2024-01-26,2024-01-26 03:49:00,22603.91,EMI
CUST1941,B004,Delhi,2024-03-23,2024-03-23 17:50:00,40864.28,DEBIT
CUST1836,B011,Bangalore,2024-03-08,2024-03-08 12:43:00,8843.27,CREDIT
CUST1291,B013,Delhi,2024-03-03,2024-03-03 07:32:00,22943.63,DEBIT
CUST1910,B019,Chennai,2024-04-20,2024-04-20 23:22:00,6127.91,BILL
CUST1081,B019,Delhi,2024-05-14,2024-05-14 11:38:00,26200.41,BILL
CUST1168,B011,Mumbai,2024-03-08,2024-03-08 21:21:00,39027.36,DEBIT
CUST1059,B014,Bangalore,2024-02-20,2024-02-20 08:12:00,48847.15,EMI
CUST1564,B008,Delhi,2024-04-14,2024-04-14 08:34:00,41045.04,BILL
CUST1410,B019,Hyderabad,2024-05-01,2024-05-01 20:37:00,23563.17,BILL
CUST1418,B006,Hyderabad,2024-04-29,2024-04-29 20:59:00,16123.05,DEBIT
CUST1693,B006,Chennai,2024-05-29,2024-05-29 20:44:00,25476.19,BILL
CUST1437,B018,Bangalore,2024-04-24,2024-04-24 12:48:00,32230.98,DEBIT
CUST1586,B013,Chennai,2024-05-04,2024-05-04 17:52:00,5274.06,EMI
CUST1624,B009,Delhi,2024-01-16,2024-01-16 20:27:00,25023.02,DEBIT
CUST1778,B020,Hyderabad,2024-04-09,2024-04-09 06:06:00,29346.53,TRANSFER
CUST1526,B007,Hyderabad,2024-04-04,2024-04-04 02:19:00,33321.83,BILL
CUST1362,B010,Bangalore,2024-06-23,2024-06-23 13:36:00,7426.98,BILL
CUST1114,B018,Mumbai,2024-03-03,2024-03-03 13:33:00,24400.96,CREDIT
CUST1839,B020,Hyderabad,2024-01-01,2024-01-01 21:47:00,3562.9,BILL
CUST1570,B020,Delhi,2024-04-28,2024-04-28 06:23:00,33685.54,TRANSFER
CUST1572,B011,Delhi,2024-06-05,2024-06-05 08:27:00,32899.67,DEBIT
CUST1145,B015,Chennai,2024-04-11,2024-04-11 19:07:00,13172.92,CREDIT
CUST1323,B001,Chennai,2024-03-01,2024-03-01 08:21:00,17397.7,EMI
CUST1624,B002,Chennai,2024-04-23,2024-04-23 19:20:00,25895.17,TRANSFER
CUST1271,B012,Mumbai,2024-01-19,2024-01-19 05:00:00,48155.35,EMI
CUST1564,B013,Bangalore,2024-03-07,2024-03-07 00:48:00,12376.42,TRANSFER
CUST1337,B013,Delhi,2024-06-24,2024-06-24 06:33:00,5882.71,DEBIT
CUST1901,B008,Delhi,2024-05-24,2024-05-24 17:51:00,49371.27,DEBIT
CUST1465,B006,Delhi,2024-06-11,2024-06-11 07:31:00,27949.07,DEBIT
CUST1835,B006,Chennai,2024-03-01,2024-03-01 14:24:00,15384.95,TRANSFER
CUST1604,B010,Mumbai,2024-03-19,2024-03-19 08:10:00,32994.5,DEBIT
CUST1032,B019,Bangalore,2024-01-05,2024-01-05 01:45:00,41399.47,DEBIT
CUST1118,B014,Bangalore,2024-06-24,2024-06-24 12:51:00,142.67,DEBIT
CUST1760,B007,Delhi,2024-03-18,2024-03-18 03:43:00,6192.64,EMI
CUST1781,B018,Delhi,2024-04-12,2024-04-12 12:59:00,46383.15,BILL
CUST1227,B018,Chennai,2024-06-13,2024-06-13 00:52:00,22754.59,TRANSFER
CUST1708,B019,Hyderabad,2024-04-16,2024-04-16 02:42:00,15412.08,EMI
CUST1671,B001,Delhi,2024-05-07,2024-05-07 14:06:00,711.21,DEBIT
CUST1995,B020,Chennai,2024-04-19,2024-04-19 15:28:00,32741.92,CREDIT
CUST1133,B013,Mumbai,2024-02-09,2024-02-09 14:48:00,6558.87,CREDIT
CUST1035,B001,Delhi,2024-04-29,2024-04-29 12:30:00,3049.77,CREDIT
CUST1763,B004,Chennai,2024-02-27,2024-02-27 14:19:00,31603.58,CREDIT
CUST1418,B001,Mumbai,2024-02-25,2024-02-25 17:57:00,2925.44,DEBIT
CUST1129,B020,Hyderabad,2024-06-07,2024-06-07 22:52:00,20034.35,BILL
CUST1527,B007,Delhi,2024-02-26,2024-02-26 21:42:00,44499.71,CREDIT
CUST1077,B006,Bangalore,2024-05-31,2024-05-31 00:45:00,17954.16,DEBIT
CUST1498,B020,Delhi,2024-05-24,2024-05-24 14:37:00,29783.35,CREDIT
CUST1017,B001,Chennai,2024-01-07,2024-01-07 10:11:00,49203.34,DEBIT
CUST1578,B017,Hyderabad,2024-04-29,2024-04-29 05:29:00,874.71,TRANSFER
CUST1410,B002,Delhi,2024-05-14,2024-05-14 16:07:00,6849.47,EMI
CUST1920,B003,Hyderabad,2024-06-10,2024-06-10 17:47:00,13932.29,CREDIT
CUST1259,B011,Bangalore,2024-04-03,2024-04-03 15:01:00,3455.55,CREDIT
CUST1141,B010,Chennai,2024-01-31,2024-01-31 07:38:00,28397.86,CREDIT
CUST1698,B005,Bangalore,2024-04-29,2024-04-29 09:22:00,32878.34,BILL
CUST1152,B018,Chennai,2024-01-19,2024-01-19 07:17:00,44884.21,CREDIT
CUST1026,B012,Hyderabad,2024-02-25,2024-02-25 11:36:00,22893.49,DEBIT
CUST1045,B010,Delhi,2024-02-10,2024-02-10 22:42:00,3454.93,EMI
CUST1635,B014,Bangalore,2024-04-21,2024-04-21 17:11:00,9006.67,TRANSFER
CUST1575,B016,Mumbai,2024-04-10,2024-04-10 01:54:00,2926.07,EMI
CUST1128,B018,Mumbai,2024-01-18,2024-01-18 13:08:00,4153.51,EMI
CUST1210,B003,Delhi,2024-06-13,2024-06-13 07:47:00,3750.74,DEBIT
CUST1957,B014,Mumbai,2024-06-09,2024-06-09 03:51:00,27754.93,CREDIT
CUST1210,B004,Mumbai,2024-06-11,2024-06-11 06:49:00,14178.33,EMI
CUST1257,B008,Hyderabad,2024-01-16,2024-01-16 03:49:00,22933.37,CREDIT
CUST1812,B009,Chennai,2024-04-16,2024-04-16 11:28:00,34253.47,EMI
CUST1843,B004,Delhi,2024-01-01,2024-01-01 04:02:00,23096.12,TRANSFER
CUST1718,B020,Bangalore,2024-06-18,2024-06-18 12:21:00,30925.55,CREDIT
CUST1104,B007,Mumbai,2024-03-20,2024-03-20 21:54:00,42915.58,CREDIT
CUST1656,B015,Delhi,2024-02-25,2024-02-25 18:39:00,31119.92,TRANSFER
CUST1856,B013,Chennai,2024-05-17,2024-05-17 21:21:00,27100.34,BILL
CUST1342,B015,Delhi,2024-04-14,2024-04-14 14:54:00,29859.09,CREDIT
CUST1649,B002,Hyderabad,2024-04-08,2024-04-08 21:56:00,39491.74,DEBIT
CUST1403,B018,Hyderabad,2024-04-15,2024-04-15 19:45:00,35310.16,DEBIT
CUST1011,B011,Bangalore,2024-02-14,2024-02-14 17:35:00,8542.39,DEBIT
CUST1551,B014,Hyderabad,2024-06-13,2024-06-13 19:20:00,12671.26,BILL
CUST1782,B007,Chennai,2024-04-29,2024-04-29 21:21:00,31033.95,CREDIT
CUST1765,B015,Mumbai,2024-04-21,2024-04-21 20:08:00,43818.7,EMI
CUST1464,B019,Chennai,2024-02-19,2024-02-19 05:38:00,14988.55,CREDIT
CUST1837,B009,Mumbai,2024-06-13,2024-06-13 20:10:00,17092.52,BILL
CUST1467,B005,Bangalore,2024-02-17,2024-02-17 21:28:00,46886.82,BILL
CUST1485,B003,Mumbai,2024-03-29,2024-03-29 15:46:00,40624.13,BILL
CUST1768,B008,Hyderabad,2024-06-20,2024-06-20 10:08:00,3793.01,CREDIT
CUST1478,B009,Hyderabad,2024-01-01,2024-01-01 07:53:00,31933.43,TRANSFER
CUST1026,B009,Mumbai,2024-02-20,2024-02-20 06:34:00,27199.19,TRANSFER
CUST1928,B009,Mumbai,2024-04-26,2024-04-26 03:10:00,2578.16,DEBIT
CUST1489,B011,Hyderabad,2024-03-03,2024-03-03 10:51:00,21528.77,EMI
CUST1558,B001,Bangalore,2024-05-04,2024-05-04 01:38:00,43853.71,CREDIT
CUST1194,B014,Bangalore,2024-02-27,2024-02-27 01:21:00,2184.06,BILL
CUST1193,B011,Bangalore,2024-03-21,2024-03-21 02:12:00,37583.76,CREDIT
CUST1053,B006,Hyderabad,2024-06-05,2024-06-05 17:12:00,21807.32,DEBIT
CUST1539,B015,Bangalore,2024-01-14,2024-01-14 03:58:00,45144.93,BILL
CUST1402,B008,Delhi,2024-03-20,2024-03-20 15:46:00,43746.52,BILL
CUST1054,B004,Bangalore,2024-01-14,2024-01-14 11:23:00,20025.42,TRANSFER
CUST1428,B010,Hyderabad,2024-01-20,2024-01-20 23:31:00,12304.94,TRANSFER
CUST1878,B015,Mumbai,2024-05-28,2024-05-28 18:38:00,15066.6,CREDIT
CUST1471,B013,Mumbai,2024-01-26,2024-01-26 09:19:00,38114.75,CREDIT
CUST1020,B018,Hyderabad,2024-02-22,2024-02-22 07:34:00,14605.59,CREDIT
CUST1776,B018,Hyderabad,2024-04-15,2024-04-15 00:36:00,27561.27,BILL
CUST1983,B019,Bangalore,2024-01-15,2024-01-15 05:54:00,1609.27,CREDIT
CUST1398,B020,Bangalore,2024-04-27,2024-04-27 21:59:00,42293.88,DEBIT
CUST1671,B014,Hyderabad,2024-04-02,2024-04-02 22:24:00,22276.15,EMI
CUST1271,B020,Mumbai,2024-03-28,2024-03-28 22:28:00,45379.36,DEBIT
CUST1433,B011,Chennai,2024-01-21,2024-01-21 09:05:00,46746.65,BILL
CUST1227,B009,Bangalore,2024-03-18,2024-03-18 03:16:00,21653.81,DEBIT
CUST1174,B019,Mumbai,2024-01-22,2024-01-22 00:19:00,7924.38,BILL
CUST1792,B009,Mumbai,2024-06-02,2024-06-02 22:42:00,44423.31,TRANSFER
CUST1627,B005,Hyderabad,2024-01-29,2024-01-29 20:50:00,24574.77,EMI
CUST1749,B002,Mumbai,2024-01-06,2024-01-06 01:30:00,498.64,TRANSFER
CUST1672,B018,Hyderabad,2024-03-23,2024-03-23 23:21:00,29241.06,TRANSFER
